22.183598, 5.951696
21.890629, 9.645227
23.648441, 12.579263
22.769535, 14.570478
23.355473, 16.205860
23.355473, 17.492682
23.648441, 18.574949
23.648441, 19.452515
23.648441, 20.170109
23.648441, 20.760313
23.062504, 21.148817
23.355473, 21.519787
24.234379, 21.974943
23.648441, 22.255026
23.941410, 22.536905
23.648441, 22.722534
23.062504, 22.779276
23.062504, 22.826527
23.355473, 22.914743
23.355473, 22.988234
23.941410, 23.147148
23.355473, 23.181877
23.062504, 23.161978
23.355473, 23.194231
22.476566, 23.074612
23.941410, 23.219086
23.941410, 23.339478
23.648441, 23.390972
23.355473, 23.385056
23.941410, 23.477783
23.648441, 23.506226
24.234379, 23.627584
23.648441, 23.631062
23.648441, 23.633959
23.355473, 23.587543
23.648441, 23.597692
22.769535, 23.459665
23.062504, 23.393471
23.062504, 23.338310
24.234379, 23.487656
23.941410, 23.563282
23.355473, 23.528646
23.355473, 23.499784
23.941410, 23.573389
23.355473, 23.537069
23.648441, 23.555632
23.648441, 23.571100
23.648441, 23.583990
23.648441, 23.594732
23.648441, 23.603683
23.648441, 23.611143
23.355473, 23.568531
23.648441, 23.581850
24.234379, 23.690605
23.648441, 23.683578
23.648441, 23.677723
23.355473, 23.624014
23.648441, 23.628086
24.820316, 23.826792
23.648441, 23.797066
23.355473, 23.723467
23.355473, 23.662134
23.941410, 23.708681
22.476566, 23.503328
24.234379, 23.625170
22.476566, 23.433735
23.648441, 23.469519
23.648441, 23.499340
23.355473, 23.475363
23.941410, 23.553038
23.648441, 23.568939
24.234379, 23.679846
23.648441, 23.674612
23.355473, 23.621422
23.648441, 23.625925
23.648441, 23.629679
23.355473, 23.583977
23.648441, 23.594721
23.355473, 23.554846
24.234379, 23.668102
23.648441, 23.664825
23.648441, 23.662094
23.648441, 23.659819
23.941410, 23.706751
23.355473, 23.648205
23.355473, 23.599417
24.234379, 23.705244
23.648441, 23.695776
23.941410, 23.736715
23.648441, 23.722002
23.355473, 23.660913
23.941410, 23.707663
23.941410, 23.746620
23.648441, 23.730257
23.062504, 23.618965
23.941410, 23.672707
23.941410, 23.717491
23.941410, 23.754810
23.648441, 23.737082
23.648441, 23.722307
23.062504, 23.612339
24.234379, 23.716013
23.355473, 23.655922
24.527348, 23.801159
22.476566, 23.580393
23.062504, 23.494078
23.648441, 23.519806
23.648441, 23.541245
23.648441, 23.559111
23.648441, 23.573999
24.234379, 23.684063
23.648441, 23.678125
23.648441, 23.673178
23.648441, 23.669054
23.648441, 23.665619
23.355473, 23.613928
23.648441, 23.619680
23.941410, 23.673302
23.941410, 23.717987
23.941410, 23.755224
23.062504, 23.639771
24.234379, 23.738873
24.234379, 23.821457
23.648441, 23.792622
24.234379, 23.866247
23.941410, 23.878775
23.355473, 23.791557
23.648441, 23.767704
23.941410, 23.796656
23.941410, 23.820782
23.941410, 23.840887
23.941410, 23.857641
24.234379, 23.920431
23.648441, 23.875099
23.941410, 23.886150
23.648441, 23.846533
24.527348, 23.960003
23.355473, 23.859247
23.355473, 23.775284
23.355473, 23.705315
23.355473, 23.647007
23.648441, 23.647245
24.234379, 23.745102
24.234379, 23.826649
23.355473, 23.748119
23.648441, 23.731506
23.941410, 23.766491
24.820316, 23.942129
23.648441, 23.893181
23.941410, 23.901218
24.234379, 23.956745
23.355473, 23.856533
23.941410, 23.870680
23.941410, 23.882469
24.527348, 23.989948
23.648441, 23.933031
24.820316, 24.080912
23.648441, 24.008833
23.648441, 23.948767
23.355473, 23.849884
24.527348, 23.962795
23.941410, 23.959230
23.648441, 23.907433
23.941410, 23.913095
24.820316, 24.064299
23.648441, 23.994989
23.648441, 23.937231
23.355473, 23.840271
23.062504, 23.710644
23.648441, 23.700277
23.941410, 23.740467
23.941410, 23.773958
23.941410, 23.801867
24.234379, 23.873953
23.941410, 23.885197
24.234379, 23.943394
23.355473, 23.845407
23.648441, 23.812580
23.648441, 23.785223
24.820316, 23.957739
23.648441, 23.906189
24.234379, 23.960888
24.234379, 24.006470
23.648441, 23.946798
23.648441, 23.897072
23.941410, 23.904461
23.941410, 23.910620
24.527348, 24.013409
23.648441, 23.952581
23.062504, 23.804235
23.648441, 23.778269
