-0.004186, -0.004438, 1.014247
-0.004162, -0.007426, 1.011077
-0.004283, -0.004817, 1.010821
-0.005363, -0.004148, 1.010130
-0.003698, -0.005554, 1.011872
-0.005564, -0.006759, 1.012035
-0.003616, -0.004807, 1.011441
-0.003555, -0.002756, 1.010027
-0.005237, -0.003025, 1.012391
-0.002505, -0.005043, 1.009989
-0.002688, -0.004921, 1.010231
-0.004078, -0.004256, 1.009903
-0.004104, -0.004627, 1.011740
-0.004990, -0.005882, 1.011733
-0.004258, -0.003947, 1.010267
-0.004294, -0.004878, 1.011800
-0.004591, -0.005382, 1.009717
-0.004045, -0.005623, 1.009664
-0.003879, -0.006117, 1.010280
-0.002798, -0.006724, 1.010971
-0.002861, -0.003927, 1.011448
-0.005325, -0.004332, 1.012089
-0.003864, -0.005246, 1.010767
-0.005201, -0.006450, 1.007020
-0.007727, -0.005609, 1.010593
-0.007656, -0.003489, 1.014441
-0.002902, -0.005862, 1.004908
-0.002123, -0.004424, 1.003750
-0.002273, -0.006901, 1.013243
-0.004235, -0.006311, 1.008747
-0.006817, -0.003975, 1.015189
-0.003683, -0.004807, 1.012053
-0.003380, -0.005301, 1.011263
-0.004010, -0.006367, 1.010586
-0.004002, -0.005620, 1.011439
-0.002058, -0.003917, 1.010786
-0.003679, -0.003381, 1.008803
-0.003298, -0.005303, 1.009122
-0.002821, -0.004422, 1.012491
-0.002635, -0.006166, 1.008156
-0.005054, -0.004082, 1.010011
-0.003037, -0.004242, 1.009917
-0.005403, -0.003341, 1.009881
-0.003200, -0.005797, 1.010472
-0.005178, -0.005759, 1.012464
-0.001722, -0.002732, 1.010419
-0.003114, -0.003251, 1.007648
-0.004961, -0.006625, 1.013327
-0.006645, -0.005841, 1.012016
-0.003409, -0.003623, 1.011807
-0.003380, -0.004374, 1.007221
-0.004901, -0.005385, 1.010080
-0.003143, -0.003684, 1.009608
-0.005857, -0.005089, 1.008352
-0.002464, -0.005164, 1.011826
-0.004941, -0.005513, 1.007632
-0.002889, -0.005482, 1.010659
-0.006035, -0.008187, 1.019255
-0.001269, -0.002846, 1.013913
-0.004898, -0.004520, 1.005548
-0.003921, -0.005684, 1.009360
-0.004882, -0.003213, 1.006951
-0.004009, -0.003819, 1.010147
-0.002766, -0.005481, 1.010660
-0.002757, -0.004422, 1.012186
-0.003505, -0.003931, 1.014622
-0.002970, -0.003556, 1.010894
-0.005444, -0.004645, 1.010988
-0.003639, -0.004126, 1.009174
-0.003607, -0.004683, 1.010829
-0.002608, -0.003924, 1.010656
-0.002575, -0.003367, 1.008635
-0.003848, -0.004874, 1.009970
-0.002795, -0.004550, 1.009555
-0.002825, -0.005170, 1.011086
-0.003705, -0.004812, 1.008136
-0.004170, -0.005375, 1.010457
-0.003642, -0.006986, 1.009063
-0.003647, -0.005926, 1.012058
-0.002411, -0.005724, 1.011339
-0.004428, -0.006063, 1.010211
-0.002812, -0.004922, 1.010413
-0.002796, -0.004363, 1.010105
-0.003451, -0.002012, 1.007394
-0.003427, -0.005429, 1.009488
-0.004075, -0.003445, 1.011552
-0.002621, -0.004235, 1.011208
-0.003387, -0.005862, 1.010653
-0.002716, -0.003554, 1.010041
-0.003688, -0.003443, 1.009538
-0.003713, -0.005061, 1.008320
-0.004798, -0.003332, 1.010624
-0.006552, -0.005096, 1.010546
-0.000567, -0.005638, 1.010813
-0.005073, -0.005202, 1.009281
-0.004628, -0.003951, 1.010568
-0.004200, -0.003946, 1.010573
-0.003567, -0.004805, 1.012666
-0.003508, -0.006362, 1.009307
-0.001810, -0.004039, 1.010117
-0.004115, -0.005561, 1.010703
-0.004898, -0.005323, 1.009957
-0.004297, -0.004573, 1.006597
-0.002089, -0.005160, 1.011035
-0.003825, -0.005929, 1.011443
-0.004025, -0.006428, 1.011993
-0.003843, -0.004563, 1.010275
-0.003284, -0.004058, 1.010586
-0.003434, -0.005490, 1.010100
-0.003780, -0.004375, 1.010458
-0.003879, -0.003631, 1.009781
-0.003874, -0.005993, 1.010096
-0.002966, -0.003993, 1.009550
-0.003826, -0.004191, 1.009355
-0.003454, -0.004249, 1.008810
-0.002817, -0.002934, 1.009242
-0.002822, -0.005607, 1.009864
-0.004713, -0.003458, 1.007933
-0.002803, -0.004923, 1.009495
-0.004542, -0.003267, 1.009587
-0.004591, -0.005631, 1.009167
-0.005557, -0.002037, 1.009874
-0.000010, -0.005569, 1.010331
-0.004411, -0.003945, 1.013385
-0.002694, -0.005115, 1.004173
-0.005658, -0.005455, 1.012212
-0.007765, -0.005175, 1.009245
-0.005019, -0.003462, 1.007868
-0.003372, -0.004430, 1.012422
-0.003381, -0.004117, 1.014012
-0.003793, -0.004249, 1.012049
-0.004208, -0.003882, 1.011552
-0.003348, -0.004432, 1.010036
-0.005762, -0.005209, 1.010863
-0.004245, -0.005437, 1.011680
-0.004230, -0.004254, 1.012961
-0.005172, -0.004146, 1.009398
-0.005132, -0.004026, 1.005604
-0.004112, -0.005935, 1.009542
-0.002090, -0.005160, 1.011158
-0.003266, -0.003374, 1.010339
-0.004172, -0.005001, 1.011557
-0.001962, -0.004723, 1.011586
-0.003389, -0.003999, 1.008994
-0.005129, -0.004518, 1.010379
-0.005165, -0.004583, 1.007686
-0.005227, -0.005262, 1.012339
-0.004076, -0.004318, 1.009597
-0.000393, -0.003585, 1.010257
-0.003775, -0.006675, 1.010896
-0.003002, -0.004300, 1.012427
-0.002936, -0.002188, 1.010645
-0.002239, -0.006032, 1.011832
-0.002518, -0.005353, 1.010663
-0.002515, -0.005540, 1.009930
-0.002203, -0.005724, 1.008833
-0.004530, -0.005630, 1.009107
-0.004061, -0.003634, 1.009656
-0.002996, -0.005236, 1.009677
-0.003125, -0.007536, 1.011276
0.000395, -0.003760, 1.010696
-0.002133, -0.004540, 1.010665
-0.001671, -0.004413, 1.007611
-0.000689, -0.003777, 1.008846
-0.003288, -0.006294, 1.012064
-0.004130, -0.006930, 1.009056
-0.000844, -0.005146, 1.008972
-0.004262, -0.006183, 1.011744
-0.004242, -0.006559, 1.008808
-0.004232, -0.005999, 1.009112
-0.002722, -0.004239, 1.009065
-0.001520, -0.005404, 1.008658
-0.004535, -0.005380, 1.010269
-0.002589, -0.005477, 1.011275
-0.003698, -0.003995, 1.015415
-0.002873, -0.007347, 1.010911
-0.003647, -0.005310, 1.007221
-0.001974, -0.006148, 1.015692
-0.001541, -0.003913, 1.007978
-0.000238, -0.003392, 1.013624
-0.004604, -0.005380, 1.011002
-0.002352, -0.004920, 1.007237
-0.003158, -0.003932, 1.010465
-0.004184, -0.004072, 1.008677
-0.004254, -0.006184, 1.010888
-0.002888, -0.005669, 1.010109
-0.004012, -0.004380, 1.009170
-0.002777, -0.002744, 1.011873
-0.003394, -0.006173, 1.010654
-0.001366, -0.003224, 1.010487
-0.003064, -0.005174, 1.010533
-0.001348, -0.005338, 1.009945
-0.004079, -0.005869, 1.012480
-0.003995, -0.003073, 1.010450
-0.002571, -0.005604, 1.009256
-0.003014, -0.002935, 1.010586
-0.003472, -0.004558, 1.009913
-0.002653, -0.006475, 1.009258
-0.004093, -0.004316, 1.011311
-0.001925, -0.003854, 1.009808
-0.003258, -0.006726, 1.014147
-0.003329, -0.003001, 1.011377
-0.003102, -0.003432, 1.012239
-0.002851, -0.003866, 1.010530
-0.002900, -0.005855, 1.010905
-0.002447, -0.005229, 1.009929
-0.003404, -0.006608, 1.010656
-0.002551, -0.005910, 1.012684
-0.002127, -0.003169, 1.013230
-0.002057, -0.004042, 1.010358
-0.001831, -0.007146, 1.011292
-0.000616, -0.005391, 1.010077
-0.001843, -0.004908, 1.011466
-0.003541, -0.002010, 1.010391
-0.003124, -0.005985, 1.008516
-0.001185, -0.005334, 1.012028
-0.005563, -0.004585, 1.010802
-0.005091, -0.006010, 1.009284
-0.004149, -0.003445, 1.012836
-0.001101, -0.003901, 1.013063
-0.004269, -0.006743, 1.011134
-0.002771, -0.005542, 1.011028
-0.003863, -0.004872, 1.011561
-0.005047, -0.005260, 1.012770
-0.001837, -0.005096, 1.010427
-0.003505, -0.006176, 1.009490
-0.004297, -0.005127, 1.011495
-0.003005, -0.004986, 1.011206
-0.004083, -0.003382, 1.012408
-0.003462, -0.003687, 1.010888
-0.005889, -0.004470, 1.006819
-0.002757, -0.004671, 1.011575
-0.003023, -0.005607, 1.011575
-0.003727, -0.005246, 1.009300
-0.002127, -0.004665, 1.009809
-0.003456, -0.005675, 1.011876
-0.003567, -0.005740, 1.010589
-0.003280, -0.006731, 1.010169
-0.003785, -0.005185, 1.009115
-0.005471, -0.006575, 1.009220
-0.003802, -0.004622, 1.012172
-0.003875, -0.004871, 1.012784
-0.004023, -0.004254, 1.010577
-0.003449, -0.005488, 1.011630
-0.004944, -0.003954, 1.011542
-0.003032, -0.005606, 1.012432
-0.003736, -0.005495, 1.009668
-0.002827, -0.003930, 1.008022
-0.004286, -0.006991, 1.012298
-0.002534, -0.005912, 1.010971
-0.003525, -0.006173, 1.011509
-0.003499, -0.005553, 1.010283
-0.002005, -0.004040, 1.011277
-0.003828, -0.005250, 1.007096
-0.004057, -0.004749, 1.012843
-0.006086, -0.006209, 1.010434
-0.006119, -0.006454, 1.013189
-0.004822, -0.004202, 1.010994
-0.003336, -0.005860, 1.011633
-0.003690, -0.005804, 1.010465
-0.003673, -0.005307, 1.009913
-0.003774, -0.004189, 1.010335
-0.002744, -0.004486, 1.010718
-0.003252, -0.005487, 1.010286
-0.002791, -0.004613, 1.008943
-0.003106, -0.004803, 1.009429
-0.003395, -0.006297, 1.010471
-0.004720, -0.006871, 1.013087
-0.004086, -0.004192, 1.010943
-0.004272, -0.005192, 1.008803
-0.005569, -0.005332, 1.009642
-0.002829, -0.005855, 1.009927
-0.002800, -0.004736, 1.009616
-0.005169, -0.006757, 1.009286
-0.003710, -0.004064, 1.010275
-0.002891, -0.005357, 1.011209
-0.003766, -0.008913, 1.010966
-0.004955, -0.004078, 1.012399
-0.004960, -0.005137, 1.010384
-0.003834, -0.003504, 1.011739
-0.002644, -0.004170, 1.013655
-0.003959, -0.005430, 1.013765
-0.004748, -0.006003, 1.011737
-0.003831, -0.003691, 1.011006
-0.005347, -0.002591, 1.012082
-0.004918, -0.006505, 1.009228
-0.003089, -0.005982, 1.011209
